,v1,v2,v3,v4,v5,
20,0.27609729766845703,0.7036422888437907,0.6706453164418539,9.924211819966635,9.47291366259257,
30,0.7520163853963217,1.359442949295044,1.8926515579223633,10.774531841278076,10.035899639129639,
40,0.9710253874460856,1.7277404467264812,1.7836274305979412,10.817653179168701,9.995431741078695,
50,1.9136197566986084,2.872047026952108,4.4988768100738525,13.114370584487915,11.133630673090616,
